1:1	سمو ءله رحم رحم
41:54	مری لقی ربب کلل شیء حوط
42:1	NA
42:2	NA
42:3	وحی قبل ءله عزز حکم
42:4	سمو ءرض علو عظم
42:5	کود سمو فطر فوق ملک سبح حمد ربب غفر ءرض ءله غفر رحم
42:6	ءخذ دون ولی ءله حفظ وکل
42:7	وحی قرء عرب نذر ءمم قری حول نذر یوم جمع ریب فرق جنن فرق سعر
42:8	شیء ءله جعل ءمم وحد دخل شیء رحم ظلم ولی نصر
42:9	ءخذ دون ولی ءله ولی حیی موت کلل شیء قدر
42:10	خلف شیء حکم ءله ءله ربب وکل نوب
42:11	فطر سمو ءرض جعل نفس زوج نعم زوج ذرء لیس مثل شیء سمع بصر
42:12	قلد سمو ءرض بسط رزق شیء قدر کلل شیء علم
42:13	شرع دین وصی نوح وحی وصی برهم وسی عیس قوم دین فرق کبر شرک دعو ءله جبی شیء هدی نوب
42:14	فرق بعد جیء علم بغی بین کلم سبق ربب ءجل سمو قضی بین ورث کتب بعد شکک ریب
42:15	دعو قوم ءمر تبع هوی قول ءمن نزل ءله کتب ءمر عدل بین ءله ربب ربب عمل عمل حجج بین بین ءله جمع بین صیر
42:16	حجج ءله بعد جوب حجج دحض عند ربب غضب عذب شدد
42:17	ءله نزل کتب حقق وزن دری سوع قرب
42:18	عجل ءمن ءمن شفق علم حقق مری سوع ضلل بعد
42:19	ءله لطف عبد رزق شیء قوی عزز
42:20	کون رود حرث ءخر زید حرث کون رود حرث دنو ءتی ءخر نصب
42:21	شرک شرع دین ءذن ءله کلم فصل قضی بین ظلم عذب ءلم
42:22	رءی ظلم شفق کسب وقع ءمن عمل صلح روض جنن شیء عند ربب فضل کبر
42:23	بشر ءله عبد ءمن عمل صلح قول سءل ءجر ودد قرب قرف حسن زید حسن ءله غفر شکر
42:24	قول فری ءله کذب شیء ءله ختم قلب محو ءله بطل حقق حقق کلم علم ذوی صدر
42:25	قبل توب عبد عفو سوء علم فعل
42:26	جوب ءمن عمل صلح زید فضل کفر عذب شدد
42:27	بسط ءله رزق عبد بغی ءرض نزل قدر شیء عبد خبر بصر
42:28	نزل غیث بعد قنط نشر رحم ولی حمد
42:29	ءیی خلق سمو ءرض بثث دبب جمع شیء قدر
42:30	صوب صوب کسب یدی عفو کثر
42:31	عجز ءرض دون ءله ولی نصر
42:32	ءیی جری بحر علم
42:33	شیء سکن روح ظلل رکد ظهر ءیی کلل صبر شکر
42:34	وبق کسب عفو کثر
42:35	علم جدل ءیی حیص
42:36	ءتی شیء متع حیی دنو عند ءله خیر بقی ءمن ربب وکل
42:37	جنب کبر ءثم فحش غضب غفر
42:38	جوب ربب قوم صلو ءمر شور بین رزق نفق
42:39	صوب بغی نصر
42:40	جزی سوء سوء مثل عفو صلح ءجر ءله حبب ظلم
42:41	نصر بعد ظلم سبل
42:42	سبل ظلم ءنس بغی ءرض غیر حقق عذب ءلم
42:43	صبر غفر عزم ءمر
42:44	ضلل ءله ولی بعد رءی ظلم رءی عذب قول ردد سبل
42:45	رءی عرض خشع ذلل نظر طرف خفی قول ءمن خسر خسر نفس ءهل یوم قوم ظلم عذب قوم
42:46	کون ولی نصر دون ءله ضلل ءله سبل
42:47	جوب ربب قبل ءتی یوم ردد ءله لجء یوم نکر
42:48	عرض رسل حفظ بلغ ذوق ءنس رحم فرح صوب سوء قدم یدی ءنس کفر
42:49	ءله ملک سمو ءرض خلق شیء وهب شیء ءنث وهب شیء ذکر
42:50	زوج ذکر ءنث جعل شیء عقم علم قدر
42:51	کون بشر کلم ءله وحی وری حجب رسل رسل وحی ءذن شیء علو حکم
42:52	وحی روح ءمر کون دری کتب ءمن جعل نور هدی شیء عبد هدی صرط قوم
42:53	صرط ءله سمو ءرض ءله صیر ءمر
43:1	NA
43:2	کتب بین
43:3	جعل قرء عرب عقل
43:4	ءمم کتب لدی علو حکم
43:5	ضرب ذکر صفح کون قوم سرف
43:6	رسل نبو ءول
43:7	ءتی نبو کون هزء
43:8	هلک شدد بطش مضی مثل ءول
43:9	سءل خلق سمو ءرض قول خلق عزز علم
43:10	جعل ءرض مهد جعل سبل هدی
43:11	نزل سمو موه قدر نشر بلد موت خرج
43:12	خلق زوج کلل جعل فلک نعم رکب
43:13	سوو ظهر ذکر نعم ربب سوو قول سبح سخر کون قرن
43:14	ربب قلب
43:15	جعل عبد جزء ءنس کفر بین
43:16	ءخذ خلق بنو صفو بنو
43:17	بشر وحد ضرب رحم مثل ظلل وجه سود کظم
43:18	نشء حلی خصم غیر بین
43:19	جعل ملک عبد رحم ءنث شهد خلق کتب شهد سءل
43:20	قول شیء رحم عبد علم خرص
43:21	ءتی کتب قبل مسک
43:22	قول وجد ءبو ءمم ءثر هدی
43:23	رسل قبل قری نذر قول ترف وجد ءبو ءمم ءثر قدو
43:24	قول جیء هدی وجد ءبو قول رسل کفر
43:25	نقم نظر کون عقب کذب
43:26	قول برهم ءبو قوم برء عبد
43:27	فطر هدی
43:28	جعل کلم بقی عقب رجع
43:29	متع ءبو جیء حقق رسل بین
43:30	جیء حقق قول سحر کفر
43:31	قول نزل قرء رجل قری عظم
43:32	قسم رحم ربب قسم بین عیش حیی دنو رفع بعض فوق بعض درج ءخذ بعض بعض سخر رحم ربب خیر جمع
43:33	کون ءنس ءمم وحد جعل کفر رحم بیت سقف فضض عرج ظهر
43:34	بیت بوب سرر وکء
43:35	زخرف کلل متع حیی دنو ءخر عند ربب وقی
43:36	عشو ذکر رحم قیض شطن قرن
43:37	صدد سبل حسب هدی
43:38	جیء قول بین بین بعد شرق بءس قرن
43:39	نفع یوم ظلم عذب شرک
43:40	سمع صمم هدی عمی کون ضلل بین
43:41	ذهب نقم
43:42	رءی وعد قدر
43:43	مسک وحی صرط قوم
43:44	ذکر قوم سءل
43:45	سءل رسل قبل رسل جعل دون رحم ءله عبد
43:46	رسل وسی ءیی فرعن ملء قول رسل ربب علم
43:47	جیء ءیی ضحک
43:48	رءی ءیی کبر ءخو ءخذ عذب رجع
43:49	قول سحر دعو ربب عهد عند هدی
43:50	کشف عذب نکث
43:51	ندو فرعن قوم قول قوم لیس ملک مصر نهر جری تحت بصر
43:52	خیر مهن کود بین
43:53	لقی سور ذهب جیء ملک قرن
43:54	خفف قوم طوع کون قوم فسق
43:55	ءسف نقم غرق جمع
43:56	جعل سلف مثل ءخر
43:57	ضرب بنو ریم مثل قوم صدد
43:58	قول ءله خیر ضرب جدل قوم خصم
43:59	عبد نعم جعل مثل بنو
43:60	شیء جعل ملک ءرض خلف
43:61	علم سوع مری تبع صرط قوم
43:62	صدد شطن عدو بین
43:63	جیء عیس بین قول جیء حکم بین بعض خلف وقی ءله طوع
43:64	ءله ربب ربب عبد صرط قوم
43:65	خلف حزب بین ویل ظلم عذب یوم ءلم
43:66	نظر سوع ءتی بغت شعر
43:67	خلل یوم بعض بعض عدو وقی
43:68	عبد خوف یوم حزن
43:69	ءمن ءیی کون سلم
43:70	دخل جنن زوج حبر
43:71	طوف صحف ذهب کوب شهو نفس لذذ عین خلد
43:72	جنن ورث کون عمل
43:73	فکه کثر ءکل
43:74	جرم عذب جهنم خلد
43:75	فتر بلس
43:76	ظلم کون ظلم
43:77	ندو ملک قضی ربب قول مکث
43:78	جیء حقق کثر حقق کره
43:79	برم ءمر برم
43:80	حسب سمع سرر نجو رسل لدی کتب
43:81	قول کون رحم ولد ءول عبد
43:82	سبح ربب سمو ءرض ربب عرش وصف
43:83	وذر خوض لعب لقی یوم وعد
43:84	سمو ءله ءرض ءله حکم علم
43:85	برک ملک سمو ءرض بین عند علم سوع رجع
43:86	ملک دعو دون شفع شهد حقق علم
43:87	سءل خلق قول ءله ءفک
43:88	قول ربب قوم ءمن
43:89	صفح قول سلم علم
44:1	NA
44:2	کتب بین
44:3	نزل لیل برک کون نذر
44:4	فرق کلل ءمر حکم
44:5	ءمر عند کون رسل
44:6	رحم ربب سمع علم
44:7	ربب سمو ءرض بین کون یقن
44:8	ءله حیی موت ربب ربب ءبو ءول
44:9	شکک لعب
44:10	رقب یوم ءتی سمو دخن بین
44:11	غشو ءنس عذب ءلم
44:12	ربب کشف عذب ءمن
44:13	ذکر جیء رسل بین
44:14	ولی قول علم جنن
44:15	کشف عذب قلل عود
44:16	یوم بطش بطش کبر نقم
44:17	فتن قبل قوم فرعن جیء رسل کرم
44:18	ءدی عبد ءله رسل ءمن
44:19	علو ءله ءتی سلط بین
44:20	عوذ ربب ربب رجم
44:21	ءمن عزل
44:22	دعو ربب قوم جرم
44:23	سری عبد لیل تبع
44:24	ترک بحر رهو جند غرق
44:25	ترک جنن عین
44:26	زرع قوم کرم
44:27	نعم کون فکه
44:28	ورث قوم ءخر
44:29	بکی سمو ءرض کون نظر
44:30	نجو بنو عذب هون
44:31	فرعن کون علو سرف
44:32	خیر علم علم
44:33	ءتی ءیی بلو بین
44:34	قول
44:35	موت ءول نشر
44:36	ءتی ءبو کون صدق
44:37	خیر قوم تبع قبل هلک کون جرم
44:38	خلق سمو ءرض بین لعب
44:39	خلق حقق کثر علم
44:40	یوم فصل وقت جمع
44:41	یوم غنی ولی ولی شیء نصر
44:42	رحم ءله عزز رحم
44:43	شجر زقم
44:44	طعم ءثم
44:45	مهل غلی بطن
44:46	غلی حمم
44:47	ءخذ عتل سوو جحم
44:48	صبب فوق رءس عذب حمم
44:49	ذوق عزز کرم
44:50	کون مری
44:51	وقی قوم ءمن
44:52	جنن عین
44:53	لبس سندس برق قبل
44:54	زوج حور عین
44:55	دعو کلل فکه ءمن
44:56	ذوق موت موت ءول وقی عذب جحم
44:57	فضل ربب فوز عظم
44:58	یسر لسن ذکر
44:59	رقب رقب
45:1	NA
45:2	نزل کتب ءله عزز حکم
45:3	سمو ءرض ءیی ءمن
45:4	خلق بثث دبب ءیی قوم یقن
45:5	خلف لیل نهر نزل ءله سمو رزق حیی ءرض بعد موت صرف روح ءیی قوم عقل
45:6	ءیی ءله تلو حقق حدث بعد ءله ءیی ءمن
45:7	ویل کلل ءفک ءثم
45:8	سمع ءیی ءله تلو صرر کبر سمع بشر عذب ءلم
45:9	علم ءیی شیء ءخذ هزء عذب هون
45:10	وری جهنم غنی کسب شیء ءخذ دون ءله ولی عذب عظم
45:11	هدی کفر ءیی ربب عذب رجز ءلم
45:12	ءله سخر بحر جری فلک ءمر بغی فضل شکر
45:13	سخر سمو ءرض جمع ءیی قوم فکر
45:14	قول ءمن غفر رجو یوم ءله جزی قوم کون کسب
45:15	عمل صلح نفس سوء ربب رجع
45:16	ءتی بنو کتب حکم نبو رزق طیب فضل علم
45:17	ءتی بین ءمر خلف بعد جیء علم بغی بین ربب قضی بین یوم قوم کون خلف
45:18	جعل شرع ءمر تبع تبع هوی علم
45:19	غنی ءله شیء ظلم بعض ولی بعض ءله ولی وقی
45:20	بصر ءنس هدی رحم قوم یقن
45:21	حسب جرح سوء جعل ءمن عمل صلح سوو حیی موت سوء حکم
45:22	خلق ءله سمو ءرض حقق جزی کلل نفس کسب ظلم
45:23	رءی ءخذ ءله هوی ضلل ءله علم ختم سمع قلب جعل بصر غشو هدی بعد ءله ذکر
45:24	قول حیی دنو موت حیی هلک دهر علم ظنن
45:25	تلو ءیی بین کون حجج قول ءتی ءبو کون صدق
45:26	قول ءله حیی موت جمع یوم قوم ریب کثر ءنس علم
45:27	ءله ملک سمو ءرض یوم قوم سوع یوم خسر بطل
45:28	رءی کلل ءمم جثو کلل ءمم دعو کتب یوم جزی کون عمل
45:29	کتب نطق حقق کون نسخ کون عمل
45:30	ءمن عمل صلح دخل ربب رحم فوز بین
45:31	کفر کون ءیی تلو کبر کون قوم جرم
45:32	قول وعد ءله حقق سوع ریب قول دری سوع ظنن ظنن یقن
45:33	بدو سوء عمل حیق کون هزء
45:34	قول یوم نسی نسی لقی یوم ءوی نور نصر
45:35	ءخذ ءیی ءله هزء غرر حیی دنو یوم خرج عتب
45:36	ءله حمد ربب سمو ربب ءرض ربب علم
45:37	کبر سمو ءرض عزز حکم
46:1	NA
46:2	نزل کتب ءله عزز حکم
46:3	خلق سمو ءرض بین حقق ءجل سمو کفر نذر عرض
46:4	قول رءی دعو دون ءله رءی ذوی خلق ءرض شرک سمو ءتی کتب قبل ءثر علم کون صدق
46:5	ضلل دعو دون ءله جوب یوم قوم دعو غفل
46:6	حشر ءنس کون عدو کون عبد کفر
46:7	تلو ءیی بین قول کفر حقق جیء سحر بین
46:8	قول فری قول فری ملک ءله شیء علم فیض کفی شهد بین بین غفر رحم
46:9	قول کون بدع رسل دری فعل تبع وحی نذر بین
46:10	قول رءی کون عند ءله کفر شهد شهد بنو مثل ءمن کبر ءله هدی قوم ظلم
46:11	قول کفر ءمن کون خیر سبق هدی قول ءفک قدم
46:12	قبل کتب وسی ءمم رحم کتب صدق لسن عرب نذر ظلم بشر حسن
46:13	قول ربب ءله قوم خوف حزن
46:14	صحب جنن خلد جزی کون عمل
46:15	وصی ءنس ولد حسن حمل ءمم کره وضع کره حمل فصل ثلث شهر بلغ شدد بلغ ربع سنو قول ربب وزع شکر نعم نعم ولد عمل صلح رضو صلح ذرر توب سلم
46:16	قبل حسن عمل جوز سوء صحب جنن وعد صدق کون وعد
46:17	قول ولد ءفف وعد خرج خلو قرن قبل غوث ءله ویل ءمن وعد ءله حقق قول سطر ءول
46:18	حقق قول ءمم خلو قبل جنن ءنس کون خسر
46:19	کلل درج عمل وفی عمل ظلم
46:20	یوم عرض کفر نور ذهب طیب حیی دنو متع یوم جزی عذب هون کون کبر ءرض غیر حقق کون فسق
46:21	ذکر ءخو عود نذر قوم حقف خلو نذر بین یدی خلف عبد ءله خوف عذب یوم عظم
46:22	قول جیء ءفک ءله ءتی وعد کون صدق
46:23	قول علم عند ءله بلغ رسل رءی قوم جهل
46:24	رءی عرض قبل ودی قول عرض مطر عجل روح عذب ءلم
46:25	دمر کلل شیء ءمر ربب صبح رءی سکن جزی قوم جرم
46:26	مکن مکن جعل سمع بصر فءد غنی سمع بصر فءد شیء کون جحد ءیی ءله حیق کون هزء
46:27	هلک حول قری صرف ءیی رجع
46:28	نصر ءخذ دون ءله قرب ءله ضلل ءفک کون فری
46:29	صرف نفر جنن سمع قرء حضر قول نصت قضی ولی قوم نذر
46:30	قول قوم سمع کتب نزل بعد وسی صدق بین یدی هدی حقق طرق قوم
46:31	قوم جوب دعو ءله ءمن غفر ذنب جور عذب ءلم
46:32	جوب دعو ءله لیس عجز ءرض لیس دون ولی ضلل بین
46:33	رءی ءله خلق سمو ءرض عیی خلق قدر حیی موت کلل شیء قدر
46:34	یوم عرض کفر نور لیس حقق قول ربب قول ذوق عذب کون کفر
46:35	صبر صبر ءول عزم رسل عجل یوم رءی وعد لبث سوع نهر بلغ هلک قوم فسق
47:1	کفر صدد سبل ءله ضلل عمل
47:2	ءمن عمل صلح ءمن نزل حمد حقق ربب کفر سوء صلح بول
47:3	کفر تبع بطل ءمن تبع حقق ربب ضرب ءله ءنس مثل
47:4	لقی کفر ضرب رقب ثخن شدد وثق منن بعد فدی وضع حرب وزر شیء ءله نصر بلو بعض بعض قتل سبل ءله ضلل عمل
47:5	هدی صلح بول
47:6	دخل جنن عرف
47:7	ءمن نصر ءله نصر ثبت قدم
47:8	کفر تعس ضلل عمل
47:9	کره نزل ءله حبط عمل
47:10	سیر ءرض نظر کون عقب قبل دمر ءله کفر مثل
47:11	ءله ولی ءمن کفر ولی
47:12	ءله دخل ءمن عمل صلح جنن جری تحت نهر کفر متع ءکل ءکل نعم نور ثوی
47:13	قری شدد قوی قری خرج هلک نصر
47:14	کون بین ربب زین سوء عمل تبع هوی
47:15	مثل جنن وعد وقی نهر موه غیر ءسن نهر لبن غیر طعم نهر خمر لذذ شرب نهر عسل صفو کلل ثمر غفر ربب خلد نور سقی موه حمم قطع معی
47:16	سمع خرج عند قول ءتی علم ذوی قول ءنف طبع ءله قلب تبع هوی
47:17	هدی زید هدی ءتی وقی
47:18	نظر سوع ءتی بغت جیء شرط جیء ذکر
47:19	علم ءله ءله غفر ذنب ءمن ءمن ءله علم قلب ثوی
47:20	قول ءمن نزل سور نزل سور حکم ذکر قتل رءی قلب مرض نظر نظر غشو موت ولی
47:21	طوع قول عرف عزم ءمر صدق ءله کون خیر
47:22	عسی ولی فسد ءرض قطع رحم
47:23	لعن ءله صمم عمی بصر
47:24	دبر قرء قلب قفل
47:25	ردد دبر بعد بین هدی شطن سول ملو
47:26	قول کره نزل ءله طوع بعض ءمر ءله علم سرر
47:27	وفی ملک ضرب وجه دبر
47:28	تبع سخط ءله کره رضو حبط عمل
47:29	حسب قلب مرض خرج ءله ضغن
47:30	شیء رءی عرف سوم عرف لحن قول ءله علم عمل
47:31	بلو علم جهد صبر بلو خبر
47:32	کفر صدد سبل ءله شقق رسل بعد بین هدی ضرر ءله شیء حبط عمل
47:33	ءمن طوع ءله طوع رسل بطل عمل
47:34	کفر صدد سبل ءله موت کفر غفر ءله
47:35	وهن دعو سلم علو ءله وتر عمل
47:36	حیی دنو لعب لهو ءمن وقی ءتی ءجر سءل مول
47:37	سءل حفو بخل خرج ضغن
47:38	دعو نفق سبل ءله بخل بخل بخل نفس ءله غنی فقر ولی بدل قوم غیر کون مثل
48:1	فتح فتح بین
48:2	غفر ءله قدم ذنب ءخر تمم نعم هدی صرط قوم
48:3	نصر ءله نصر عزز
48:4	نزل سکن قلب ءمن زید ءمن ءمن ءله جند سمو ءرض کون ءله علم حکم
48:5	دخل ءمن ءمن جنن جری تحت نهر خلد کفر سوء کون عند ءله فوز عظم
48:6	عذب نفق نفق شرک شرک ظنن ءله ظنن سوء دور سوء غضب ءله لعن عدد جهنم سوء صیر
48:7	ءله جند سمو ءرض کون ءله عزز حکم
48:8	رسل شهد بشر نذر
48:9	ءمن ءله رسل عزر وقر سبح بکر ءصل
48:10	بیع بیع ءله یدی ءله فوق یدی نکث نکث نفس وفی عهد ءله ءتی ءجر عظم
48:11	قول خلف عرب شغل مول ءهل غفر قول لسن لیس قلب قول ملک ءله شیء رود ضرر رود نفع کون ءله عمل خبر
48:12	ظنن قلب رسل ءمن ءهل ءبد زین قلب ظنن ظنن سوء کون قوم بور
48:13	ءمن ءله رسل عتد کفر سعر
48:14	ءله ملک سمو ءرض غفر شیء عذب شیء کون ءله غفر رحم
48:15	قول خلف طلق غنم ءخذ وذر تبع رود بدل کلم ءله قول تبع قول ءله قبل قول حسد کون فقه قلل
48:16	قول خلف عرب دعو قوم ءول بءس شدد قتل سلم طوع ءتی ءله ءجر حسن ولی ولی قبل عذب عذب ءلم
48:17	لیس عمی حرج عرج حرج مرض حرج طوع ءله رسل دخل جنن جری تحت نهر ولی عذب عذب ءلم
48:18	رضو ءله ءمن بیع تحت شجر علم قلب نزل سکن ثوب فتح قرب
48:19	غنم کثر ءخذ کون ءله عزز حکم
48:20	وعد ءله غنم کثر ءخذ عجل کفف یدی ءنس کون ءیی ءمن هدی صرط قوم
48:21	ءخر قدر حوط ءله کون ءله کلل شیء قدر
48:22	قتل کفر ولی دبر وجد ولی نصر
48:23	سنن ءله خلو قبل وجد سنن ءله بدل
48:24	کفف یدی یدی بطن مکک بعد ظفر کون ءله عمل بصر
48:25	کفر صدد سجد حرم هدی عکف بلغ حلل رجل ءمن نسو ءمن علم وطء صوب عرر غیر علم دخل ءله رحم شیء زیل عذب کفر عذب ءلم
48:26	جعل کفر قلب حمی حمی جهل نزل ءله سکن رسل ءمن لزم کلم وقی کون حقق ءهل کون ءله کلل شیء علم
48:27	صدق ءله رسل رءی حقق دخل سجد حرم شیء ءله ءمن حلق رءس قصر خوف علم علم جعل دون فتح قرب
48:28	رسل رسل هدی دین حقق ظهر دین کلل کفی ءله شهد
48:29	حمد رسل ءله شدد کفر رحم بین رءی رکع سجد بغی فضل ءله رضو سوم وجه ءثر سجد مثل وری مثل نجل زرع خرج شطء ءزر غلظ سوو سوق عجب زرع غیظ کفر وعد ءله ءمن عمل صلح غفر ءجر عظم
49:1	ءمن قدم بین یدی ءله رسل وقی ءله ءله سمع علم
49:2	ءمن رفع صوت فوق صوت نبو جهر قول جهر بعض بعض حبط عمل شعر
49:3	غضض صوت عند رسل ءله محن ءله قلب وقی غفر ءجر عظم
49:4	ندو وری حجر کثر عقل
49:5	صبر خرج کون خیر ءله غفر رحم
49:6	ءمن جیء فسق نبء بین صوب قوم جهل صبح فعل ندم
49:7	علم رسل ءله طوع کثر ءمر عنت ءله حبب ءمن زین قلب کره کفر فسق عصی رشد
49:8	فضل ءله نعم ءله علم حکم
49:9	طوف ءمن قتل صلح بین بغی وحد ءخر قتل بغی فیء ءمر ءله فیء صلح بین عدل قسط ءله حبب قسط
49:10	ءمن ءخو صلح بین ءخو وقی ءله رحم
49:11	ءمن سخر قوم قوم عسی کون خیر نسو نسو عسی کون خیر لمز نفس نبز لقب بءس سمو فسق بعد ءمن توب ظلم
49:12	ءمن جنب کثر ظنن بعض ظنن ءثم جسس غیب بعض بعض حبب وحد ءکل لحم ءخو موت کره وقی ءله ءله توب رحم
49:13	ءنس خلق ذکر ءنث جعل شعب قبل عرف کرم عند ءله وقی ءله علم خبر
49:14	قول عرب ءمن قول ءمن قول سلم دخل ءمن قلب طوع ءله رسل ولت عمل شیء ءله غفر رحم
49:15	ءمن ءمن ءله رسل ریب جهد مول نفس سبل ءله صدق
49:16	قول علم ءله دین ءله علم سمو ءرض ءله کلل شیء علم
49:17	منن سلم قول منن سلم ءله منن هدی ءمن کون صدق
49:18	ءله علم غیب سمو ءرض ءله بصر عمل
50:1	قرء مجد
50:2	عجب جیء نذر قول کفر شیء عجب
50:3	موت کون ترب رجع بعد
50:4	علم نقص ءرض عند کتب حفظ
50:5	کذب حقق جیء ءمر مرج
50:6	نظر سمو فوق بنی زین فرج
50:7	ءرض مدد لقی رسو نبت کلل زوج بهج
50:8	بصر ذکر کلل عبد نوب
50:9	نزل سمو موه برک نبت جنن حبب حصد
50:10	نخل بسق طلع نضد
50:11	رزق عبد حیی بلد موت خرج
50:12	کذب قبل قوم نوح صحب رسس ثمد
50:13	عود فرعن ءخو لوط
50:14	صحب ءیک قوم تبع کلل کذب رسل حقق وعد
50:15	عیی خلق ءول لبس خلق جدد
50:16	خلق ءنس علم وسوس نفس قرب حبل ورد
50:17	لقی لقی یمن شمل قعد
50:18	لفظ قول لدی رقب عتد
50:19	جیء سکر موت حقق کون حید
50:20	نفخ صور یوم وعد
50:21	جیء کلل نفس سوق شهد
50:22	کون غفل کشف غطو بصر یوم حدد
50:23	قول قرن لدی عتد
50:24	لقی جهنم کلل کفر عند
50:25	منع خیر عدو ریب
50:26	جعل ءله ءله ءخر لقی عذب شدد
50:27	قول قرن ربب طغی کون ضلل بعد
50:28	قول خصم لدی قدم وعد
50:29	بدل قول لدی ظلم عبد
50:30	یوم قول جهنم ملء قول زید
50:31	زلف جنن وقی غیر بعد
50:32	وعد کلل ءوب حفظ
50:33	خشی رحم غیب جیء قلب نوب
50:34	دخل سلم یوم خلد
50:35	شیء لدی زید
50:36	هلک قبل قرن شدد بطش نقب بلد حیص
50:37	ذکر کون قلب لقی سمع شهد
50:38	خلق سمو ءرض بین ستت یوم مسس لغب
50:39	صبر قول سبح حمد ربب قبل طلع شمس قبل غرب
50:40	لیل سبح دبر سجد
50:41	سمع یوم ندو ندو کون قرب
50:42	یوم سمع صیح حقق یوم خرج
50:43	حیی موت صیر
50:44	یوم شقق ءرض سرع حشر یسر
50:45	علم قول جبر ذکر قرء خوف وعد
51:1	ذرو ذرو
51:2	حمل وقر
51:3	جری یسر
51:4	قسم ءمر
51:5	وعد صدق
51:6	دین وقع
51:7	سمو ذوی حبک
51:8	قول خلف
51:9	ءفک ءفک
51:10	قتل خرص
51:11	غمر سهو
51:12	سءل یوم دین
51:13	یوم نور فتن
51:14	ذوق فتن کون عجل
51:15	وقی جنن عین
51:16	ءخذ ءتی ربب کون قبل حسن
51:17	کون قلل لیل هجع
51:18	سحر غفر
51:19	مول حقق سءل حرم
51:20	ءرض ءیی یقن
51:21	نفس بصر
51:22	سمو رزق وعد
51:23	ربب سمو ءرض حقق مثل نطق
51:24	ءتی حدث ضیف برهم کرم
51:25	دخل قول سلم قول سلم قوم نکر
51:26	روغ ءهل جیء عجل سمن
51:27	قرب قول ءکل
51:28	وجس خوف قول خوف بشر غلم علم
51:29	قبل مرء صرر صکک وجه قول عجز عقم
51:30	قول قول ربب حکم علم
51:31	قول خطب رسل
51:32	قول رسل قوم جرم
51:33	رسل حجر طین
51:34	سوم عند ربب سرف
51:35	خرج کون ءمن
51:36	وجد غیر بیت سلم
51:37	ترک ءیی خوف عذب ءلم
51:38	وسی رسل فرعن سلط بین
51:39	ولی رکن قول سحر جنن
51:40	ءخذ جند نبذ یمم لوم
51:41	عود رسل روح عقم
51:42	وذر شیء ءتی جعل رمم
51:43	ثمد قول متع حین
51:44	عتو ءمر ربب ءخذ صعق نظر
51:45	طوع قوم کون نصر
51:46	قوم نوح قبل کون قوم فسق
51:47	سمو بنی یدی وسع
51:48	ءرض فرش نعم مهد
51:49	کلل شیء خلق زوج ذکر
51:50	فرر ءله نذر بین
51:51	جعل ءله ءله ءخر نذر بین
51:52	ءتی قبل رسل قول سحر جنن
51:53	وصی قوم طغی
51:54	ولی لوم
51:55	ذکر ذکر نفع ءمن
51:56	خلق جنن ءنس عبد
51:57	رود رزق رود طعم
51:58	ءله رزق ذوی قوی متن
51:59	ظلم ذنب مثل ذنب صحب عجل
51:60	ویل کفر یوم وعد
52:1	طور
52:2	کتب سطر
52:3	رقق نشر
52:4	بیت عمر
52:5	سقف رفع
52:6	بحر سجر
52:7	عذب ربب وقع
52:8	دفع
52:9	یوم مور سمو مور
52:10	سیر جبل سیر
52:11	ویل یوم کذب
52:12	خوض لعب
52:13	یوم دعع نور جهنم دعع
52:14	نور کون کذب
52:15	سحر بصر
52:16	صلی صبر صبر سوو جزی کون عمل
52:17	وقی جنن نعم
52:18	فکه ءتی ربب وقی ربب عذب جحم
52:19	ءکل شرب هنء کون عمل
52:20	وکء سرر صفف زوج حور عین
52:21	ءمن تبع ذرر ءمن لحق ذرر ءلت عمل شیء کلل مرء کسب رهن
52:22	مدد فکه لحم شهو
52:23	نزع کءس لغو ءثم
52:24	طوف غلم لءلء کنن
52:25	قبل بعض بعض سءل
52:26	قول کون قبل ءهل شفق
52:27	منن ءله وقی عذب سمم
52:28	کون قبل دعو برر رحم
52:29	ذکر نعم ربب کهن جنن
52:30	قول شعر ربص ریب منن
52:31	قول ربص ربص
52:32	ءمر حلم قوم طغی
52:33	قول قول ءمن
52:34	ءتی حدث مثل کون صدق
52:35	خلق غیر شیء خلق
52:36	خلق سمو ءرض یقن
52:37	عند خزن ربب سیطر
52:38	سلم سمع ءتی سمع سلط بین
52:39	بنو بنو
52:40	سءل ءجر غرم ثقل
52:41	عند غیب کتب
52:42	رود کید کفر کید
52:43	ءله غیر ءله سبح ءله شرک
52:44	رءی کسف سمو سقط قول سحب رکم
52:45	وذر لقی یوم صعق
52:46	یوم غنی کید شیء نصر
52:47	ظلم عذب دون کثر علم
52:48	صبر حکم ربب عین سبح حمد ربب حین قوم
52:49	لیل سبح دبر نجم
53:1	نجم هوی
53:2	ضلل صحب غوی
53:3	نطق هوی
53:4	وحی وحی
53:5	علم شدد قوی
53:6	ذوی مرر سوو
53:7	ءفق علو
53:8	دنو دلو
53:9	کون قوب قوس دنو
53:10	وحی عبد وحی
53:11	کذب فءد رءی
53:12	مری رءی
53:13	رءی نزل ءخر
53:14	عند سدر نهی
53:15	عند جنن ءوی
53:16	غشو سدر غشو
53:17	زیغ بصر طغی
53:18	رءی ءیی ربب کبر
53:19	رءی لیت عزز
53:20	منو ثلث ءخر
53:21	ذکر ءنث
53:22	قسم ضیز
